task,seed,epoch,acc_t1,acc_t3,gain_baseline,gain_a,gain_c1,gain_c2
vn,16,800,0.81,0.9,0.08999999999999997,-0.0050000000000000044,-0.18000000000000005,-0.015000000000000013
vn,16,900,0.825,0.92,0.09500000000000008,-0.0050000000000000044,-0.19999999999999996,-0.02499999999999991
vn,16,1000,0.825,0.925,0.10000000000000009,0.0,-0.18999999999999995,-0.014999999999999902
vn,17,0,0.15,0.135,-0.014999999999999986,-0.06,-0.014999999999999986,-0.11499999999999999
vn,17,10,0.14,0.12,-0.020000000000000018,-0.03500000000000002,-0.015000000000000013,-0.10500000000000001
vn,17,25,0.155,0.14,-0.014999999999999986,-0.039999999999999994,-0.014999999999999986,-0.11499999999999999
vn,17,50,0.18,0.17,-0.009999999999999981,-0.03999999999999998,-0.03999999999999998,-0.13
vn,17,75,0.185,0.18,-0.0050000000000000044,-0.010000000000000009,-0.04999999999999999,-0.13
vn,17,100,0.21,0.21,0.0,-0.009999999999999981,-0.03,-0.145
vn,17,150,0.26,0.28,0.020000000000000018,-0.020000000000000018,-0.035,-0.165
vn,17,200,0.3,0.325,0.025000000000000022,-0.024999999999999967,-0.02999999999999997,-0.175
vn,17,300,0.425,0.44,0.015000000000000013,0.0,-0.06,-0.235
vn,17,400,0.575,0.585,0.010000000000000009,0.0,-0.11499999999999994,-0.22999999999999998
vn,17,500,0.62,0.685,0.06500000000000006,0.020000000000000018,-0.03500000000000003,-0.15000000000000002
vn,17,600,0.665,0.74,0.07499999999999996,0.06499999999999995,-0.08000000000000007,-0.10499999999999998
vn,17,700,0.66,0.8,0.14,0.10999999999999999,-0.04500000000000004,-0.0050000000000000044
vn,17,800,0.66,0.825,0.16499999999999992,0.13,-0.05500000000000005,0.08499999999999996
vn,17,900,0.69,0.84,0.15000000000000002,0.09000000000000008,-0.08999999999999997,0.06500000000000006
vn,17,1000,0.695,0.875,0.18000000000000005,0.08000000000000007,-0.10999999999999999,0.05500000000000005
vn,18,0,0.065,0.13,0.065,0.03,0.07500000000000001,0.095
vn,18,10,0.07,0.115,0.045,0.01999999999999999,0.095,0.024999999999999994
vn,18,25,0.085,0.145,0.059999999999999984,0.024999999999999994,0.08999999999999998,-0.020000000000000004
vn,18,50,0.115,0.17,0.05500000000000001,0.039999999999999994,0.06999999999999999,0.0
vn,18,75,0.13,0.18,0.04999999999999999,0.05499999999999999,0.07999999999999999,0.014999999999999986
vn,18,100,0.17,0.205,0.034999999999999976,0.009999999999999981,0.044999999999999984,0.009999999999999981
vn,18,150,0.22,0.275,0.05500000000000002,0.04500000000000001,0.06499999999999997,0.010000000000000009
vn,18,200,0.285,0.355,0.07,0.025000000000000022,0.050000000000000044,0.0
vn,18,300,0.45,0.51,0.06,0.065,-0.0050000000000000044,-0.040000000000000036
vn,18,400,0.56,0.62,0.05999999999999994,0.05499999999999994,-0.020000000000000018,-0.040000000000000036
vn,18,500,0.68,0.69,0.009999999999999898,0.0050000000000000044,-0.14,-0.030000000000000027
vn,18,600,0.73,0.765,0.03500000000000003,-0.0050000000000000044,-0.15000000000000002,-0.015000000000000013
vn,18,700,0.75,0.795,0.04500000000000004,-0.025000000000000022,-0.16500000000000004,0.020000000000000018
vn,18,800,0.755,0.845,0.08999999999999997,-0.015000000000000013,-0.15000000000000002,0.030000000000000027
vn,18,900,0.77,0.89,0.12,-0.0050000000000000044,-0.15500000000000003,0.04499999999999993
vn,18,1000,0.785,0.91,0.125,-0.020000000000000018,-0.14500000000000002,0.039999999999999925
vn,19,0,0.195,0.145,-0.05000000000000002,-0.04000000000000001,-0.07500000000000001,-0.04500000000000001
vn,19,10,0.19,0.14,-0.04999999999999999,-0.035,-0.024999999999999994,-0.04000000000000001
vn,19,25,0.205,0.16,-0.044999999999999984,-0.034999999999999976,-0.03,-0.044999999999999984
vn,19,50,0.23,0.205,-0.025000000000000022,-0.015000000000000013,-0.03,-0.06
vn,19,75,0.265,0.235,-0.030000000000000027,-0.015000000000000013,-0.04000000000000001,-0.08000000000000002
vn,19,100,0.285,0.285,0.0,-0.004999999999999949,-0.02999999999999997,-0.07499999999999998
vn,19,150,0.345,0.35,0.0050000000000000044,0.015000000000000013,-0.019999999999999962,-0.12499999999999997
vn,19,200,0.41,0.4,-0.009999999999999953,0.020000000000000018,-0.044999999999999984,-0.175
vn,19,300,0.54,0.565,0.02499999999999991,0.03499999999999992,-0.06000000000000005,-0.26
vn,19,400,0.585,0.675,0.09000000000000008,0.06500000000000006,-0.07499999999999996,-0.24999999999999994
vn,19,500,0.645,0.79,0.14500000000000002,0.09499999999999997,-0.08999999999999997,-0.195
vn,19,600,0.72,0.845,0.125,0.020000000000000018,-0.14500000000000002,-0.21999999999999997
vn,19,700,0.73,0.865,0.135,0.025000000000000022,-0.135,-0.21499999999999997
vn,19,800,0.74,0.885,0.14500000000000002,0.010000000000000009,-0.14,-0.21499999999999997
vn,19,900,0.755,0.915,0.16000000000000003,0.010000000000000009,-0.16500000000000004,-0.21999999999999997
vn,19,1000,0.765,0.91,0.14500000000000002,0.010000000000000009,-0.17000000000000004,-0.21999999999999997
